time,G,PLC,Ca
0.0,10.493861558544928,9.3498914482760753,10.458005177217501
5.0,10095.150638790125,15123.263178716479,1427.6637027535694
10.0,1.6957907175758415,4482.6945920206063,0.52069591518718039
15.0,7844.2064172810897,9303.268784474425,346.88594150194513
20.0,7951.2092876886163,15168.013753798274,397.63992829394351
25.0,199.22695630605782,544.06894227599378,2.0731634022889258
30.0,10154.214855431503,15728.420025855985,1841.2810736794825
40.0,10988.21116874958,12080.183046841898,5475.6709890012698
50.0,1854.6709055208355,890.78244906844827,33.77430547962021
60.0,12.156338453995129,3164.7593508427012,0.34620121538780552
80.0,9745.1913677732791,15680.68769706559,1111.407160208144
nan,nan,nan,nan
