time,G,PLC,Ca
0.0,12.267301833120296,14.733867728161755,7.9602522523335413
5.0,10097.335183498735,15121.110998458609,1431.0795750953635
10.0,-2.4576291274172384,4478.2901049240163,6.3052667483433282
15.0,7852.0462103566088,9300.6850134304077,350.08147936068235
20.0,7951.4884257586527,15169.315981019823,394.51128647676484
25.0,193.79012728654237,540.74526841143097,5.5280711298024929
30.0,10156.983404026629,15730.635531285616,1837.171317367952
40.0,10983.478355248899,12077.691591695531,5472.6464039860011
50.0,1847.1173882181788,894.56527345850668,37.690644246518154
60.0,17.824415480577922,3155.7343539563071,-1.3270496121709083
80.0,9740.0407034902073,15678.717196538784,1114.5650727884686
nan,nan,nan,nan
