time,G,PLC,Ca
0.0,8.0572526996581146,10.779520384850315,12.023253247234402
5.0,10096.835927226442,15123.888352969627,1426.7129361850723
10.0,0.86100320129845098,4487.4681898067147,-1.5448288247859567
15.0,7844.3955497994011,9302.4788592630721,348.24924937109279
20.0,7953.7650788415312,15168.304490393635,395.51086388923903
25.0,199.10250778069167,542.30260371453846,5.0143682618319012
30.0,10154.709036362883,15727.02061202193,1838.0687437578017
40.0,10984.293892130838,12081.448653109492,5478.4640631470447
50.0,1857.5323375443566,891.84335911144319,36.927958786532955
60.0,14.319425239159838,3165.6132743781413,1.3437973367993385
80.0,9744.713034226239,15678.617831473597,1113.027172324455
nan,nan,nan,nan
