time,G,PLC,Ca
0.0,95.932186592047387,-19.1567533874512,-2.022862740284264
5.0,10184.150416992354,15057.944433333658,1366.8616988908598
10.0,31.133025957898855,4497.8943565534273,-255.8782713927726
15.0,7635.9362835500997,9307.8447703759302,212.3406788777267
20.0,8107.4038097612447,15137.411167841055,361.21490592249449
25.0,191.99288510289108,483.50109911395953,118.83438216836912
30.0,10182.543191548033,15533.333014305403,1775.4401731290745
40.0,10874.173638088569,12197.703974543343,5347.9492850280185
50.0,1802.1703732938333,876.91852366857904,60.521038311980938
60.0,64.133242150008215,3086.499360861786,-128.85777538330788
80.0,9675.9285246965774,15724.207302550418,948.66282520928144
nan,nan,nan,nan
