time,G,PLC,Ca
0.0,0.71383423330980023,3.4294453567374408,11.260758500462321
2.0408163265306123,11663.646492930837,4391.3133488689527,1861.4210299015467
4.0816326530612246,9691.6411818861525,12847.173245331782,800.40082245106885
6.1224489795918373,9663.0093214394801,16164.790158605863,1043.4141737334846
8.1632653061224492,6371.8656541935125,14171.402957750901,208.35034833845026
10.204081632653061,14.33990374008815,3670.3234435642667,-5.477331472855143
12.244897959183675,165.03778800099488,493.84317659783892,-7.2596546115323068
14.285714285714286,13025.91273403728,5974.6126567469519,4227.8627704549071
16.326530612244898,10292.214158152408,13648.677553030404,1258.6855769813071
18.367346938775512,9305.0574060993004,16102.461188435138,948.86417718643406
20.408163265306122,7427.7028407046837,14578.315844051296,345.18384435571545
22.448979591836736,-1.5566736211758858,5833.0771100538113,-1.0476532001657024
24.489795918367349,89.299296411540567,760.58817166856215,-5.1112741760258675
26.530612244897959,7634.0338267310808,3038.3323996758513,331.82793706190438
28.571428571428573,8613.9786077035587,12710.854763872339,2379.4753794511216
30.612244897959183,9533.1413711629284,16285.860595502636,872.8236010492077
32.653061224489797,3828.0141285955087,12933.624915199243,84.635145696856227
34.693877551020407,15.204881534748029,2353.0299554776461,8.4417197378662401
36.734693877551024,279.91039439175023,405.77273186583363,0.33496055420450643
38.775510204081634,9688.3161853595338,8498.9867777407071,10013.35836111919
40.816326530612244,10992.829291106567,14135.184473801906,2725.8956564808891
42.857142857142861,9831.1204131612867,16342.910456471347,1132.4850498940689
44.897959183673471,6296.9237043965504,14353.921011543194,194.37798857012592
46.938775510204081,3.4266762287847743,3316.0459753477867,1.6980062795283637
48.979591836734699,209.32153074805856,460.22689033321024,5.0967535356483609
51.020408163265309,13365.037169658695,6207.7894573308649,6011.1533123754807
53.061224489795919,10482.613138773731,14360.265450119277,2632.3898609373073
55.102040816326529,9222.9758243402848,15880.039357095035,719.18406813306035
57.142857142857146,7300.798047222027,14364.730402740963,321.11864984210348
59.183673469387756,5.7014615191453046,6869.8475415810444,9.5039669903441499
61.224489795918366,49.027976080441221,916.63594597764131,-1.1009634373131025
63.265306122448983,3386.1641075041493,1343.9246770662505,68.680972568859247
65.306122448979593,10115.169844723805,11997.775354400732,5479.994707956942
67.34693877551021,9797.103005846775,15802.9834938852,1049.5369257746222
69.387755102040813,8338.4682158036139,15821.504336409072,498.67621652564907
71.428571428571431,1941.4584620780279,10177.707614090339,26.014965088130115
73.469387755102048,12.199136946951347,1506.2443836770449,-5.5802004899193394
75.510204081632651,1193.7546147308863,571.14697657194381,24.540377488095157
77.551020408163268,7067.9233681607011,9225.5684130313293,297.88240001695982
79.591836734693885,10017.294519389861,15112.893609740577,1909.7615264571184
81.632653061224488,8958.1968829142243,16294.648362476662,722.08215576289115
83.673469387755105,13.113670854026898,8272.0259287427198,1.0630543667258969
85.714285714285722,33.641009808314919,1016.9130051126912,0.52392753481878518
87.755102040816325,2831.7076862337703,1225.0211638727992,44.909848186163842
89.795918367346943,11528.400705208187,11934.943773216701,5033.9183216440797
91.83673469387756,9894.5944433433451,15724.914819990798,1254.1612193454355
93.877551020408163,8738.0541246249977,15886.062731735625,558.65985759570128
95.91836734693878,332.63144390924015,9881.1673969162457,1.8081180293176888
97.959183673469397,20.606843724087923,1463.2431161830398,-2.2687191152905521
nan,nan,nan,nan
