time,G,PLC,Ca
0.0,657.01498987584625,-740.42766596690331,652.99912600054427
5.0,10843.512867217914,15992.967481120671,1379.7265068926815
10.0,-349.20064810064059,3983.2556255124455,587.0510700816501
15.0,8086.0502572789155,10347.664713232818,-128.06954995265181
20.0,7254.7798995481289,15238.779692874548,468.60438659532593
25.0,-60.677853062062866,444.27578606288546,728.74779371544741
30.0,9912.5166413232128,15736.468074304077,1050.8556106350184
40.0,9282.1552971424862,11864.887390122098,5939.4249208799411
50.0,2136.2508749176263,1218.5267164043926,347.79945456154144
60.0,-320.35379895321,2965.2093999880199,-18.139877636254539
80.0,9440.1152690233066,15227.762295245269,1336.2111369870415
nan,nan,nan,nan
